Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Beautiful,Boring,Depressing,Lively,Safety,Wealthy,Combined_Score1
2019-12-29 13:37:05:174,gps,30.50768446,114.4099259,27.02947998,8.64300823,11.63000011,1.92608416,12.65710926,261.2999878,5.07349968,27.764967,56.62766,45.34045,37.13299,31.289452,32.68541,167,53.32,61.52,43.42,41.58,41.16,44.82,38
2019-12-29 13:37:06:167,gps,30.50767707,114.4098425,28.11364746,8.11483669,8.15999985,2.13335419,12.20049095,262.3999939,7.63304806,29.328943,56.915016,47.609238,38.560696,35.34828,32.49898,117,52.36,69.42,43,50.32,41.6,47.72,39
2019-12-29 13:37:07:177,gps,30.50766155,114.4097548,27.8973999,8.84153748,8.25,2.93138194,12.92377567,261,19.95753098,30.551474,57.555107,53.452435,29.414762,41.493233,31.754408,119,50.54,62.94,44.02,56.1,43.68,47.92,37
2019-12-29 13:37:08:168,gps,30.50765169,114.4097014,28.01574707,9.53135967,5.90999985,3.63719678,14.02714634,259.8999939,34.37745285,35.227753,62.05388,47.152096,31.028051,38.44203,29.109331,85,47.62,62.46,45.52,58.7,49.5,50.8,37
2019-12-29 13:37:09:179,gps,30.50765141,114.4096633,28.68707275,10.46373272,3.8599999,3.96466899,15.48373699,262.2999878,51.81151581,34.613598,62.710423,46.25189,35.9195,38.711292,28.918592,56,48.7,70.42,42.98,52.6,45.15,36.3,38
2019-12-29 13:37:10:173,gps,30.507669,114.409649,27.92962646,10.46837902,2.20000005,3.92746735,15.30905247,284.8999939,71.04039764,34.77203,63.99844,47.72555,35.43262,37.50781,29.024168,32,47.56,56.74,44.08,54.92,48.42,51.86,38
2019-12-29 13:37:11:162,gps,30.5076588,114.4096746,28.09387207,10.03840733,0,0.22203603,13.69509315,0,0,33.642693,64.28173,47.89308,34.16602,36.640022,28.420372,0,47.46,57.84,44.84,53.66,48.66,42.26,37
2019-12-29 13:37:12:174,gps,30.50765042,114.409671,28.17590332,9.52098465,0,0.23853721,13.16909218,0,0,32.321365,63.96017,47.877056,33.09758,38.76749,28.468462,0,50.64,59.98,43.78,55,49.16,46.72,37
2019-12-29 13:37:13:168,gps,30.50764964,114.4096735,27.67797852,10.06890774,0,0.14422205,13.37103367,0,0,32.086308,63.841732,50.075863,34.090656,37.19727,28.148209,0,48.44,60.82,44.52,54.12,47.36,47.99,36
2019-12-29 13:37:14:168,gps,30.50764734,114.4096706,28.01873779,10.86825943,0,0.11401755,13.70195866,0,0,32.666794,63.52458,49.56207,32.399548,38.28711,29.362335,0,44.82,59.22,42.3,54.02,48.34,47.61,37
2019-12-29 13:37:15:167,gps,30.50763958,114.4096696,28.12524414,10.61250305,0,0.11401755,13.40031528,0,0,33.761646,63.596104,48.49031,36.824394,37.326088,28.20447,0,51.3,59.9,44.32,54.28,47.8,48.34,37
2019-12-29 13:37:16:168,gps,30.50763395,114.4096747,28.22467041,9.9662466,0,0.11401755,12.92917347,0,0,33.353886,64.597145,48.751926,34.436184,37.30312,29.38469,0,48.54,60.44,44.28,52.32,48.78,48.19,37
2019-12-29 13:37:17:172,gps,30.50762574,114.4096791,27.76019287,9.92011166,0,0.11401755,12.79928493,0,0,33.91633,64.82396,50.084896,37.911896,37.498913,27.904259,0,51.14,59.28,43.78,55.28,48.94,46.56,37
2019-12-29 13:37:18:163,gps,30.50761981,114.4096813,27.58709717,10.14157581,0,0.1,12.82870579,0,0,33.334187,63.303894,48.22374,36.063084,38.55891,28.339775,0,48.74,58.94,44.92,54.28,47.46,49.16,37
2019-12-29 13:37:19:169,gps,30.50761358,114.4096865,27.20367432,10.27815628,0,0.1,12.81882763,0,0,34.10552,62.26035,52.36213,36.55354,38.238373,29.435574,0,51.96,60.2,44.04,55.02,48.16,48.14,37
2019-12-29 13:37:20:170,gps,30.50760834,114.4096855,27.30993652,10.79086018,0,0.1,12.99816513,0,0,33.221863,64.871284,50.06779,33.42441,37.828144,30.03378,0,51.14,60.68,43.98,52.08,48.16,46.44,37
2019-12-29 13:37:21:160,gps,30.50760481,114.4096892,26.92456055,10.21064377,0,0.08602326,12.6032505,0,0,34.3216,63.898132,50.381214,34.715633,38.540867,30.358763,0,42.28,60.9,42.58,54.74,47.84,47.91,37
2019-12-29 13:37:22:169,gps,30.50760405,114.4096895,26.8359375,9.4000721,0,0.09433981,12.15863132,0,0,36.641186,64.12737,50.204514,34.86066,39.4721,30.004965,0,48.64,58.42,44.72,54.56,47.96,49,38
2019-12-29 13:37:23:163,gps,30.50760397,114.4096894,26.82159424,8.61395454,0,0.08602326,11.76702309,0,0,36.224598,63.468006,49.205853,34.347298,39.54076,30.452106,0,50,69.36,40.58,49.46,40.83,41.26,38
2019-12-29 13:37:24:171,gps,30.50760402,114.4096894,26.84924316,8.04930401,0,0.08602326,11.47664547,0,0,38.182377,62.81329,47.474598,34.979706,37.87157,29.511759,0,48.9,68.54,41.8,48.96,40.85,38.36,38
2019-12-29 13:37:25:166,gps,30.50760415,114.4096894,26.84008789,8.37285328,0,0.08602326,11.58285522,0,0,35.406067,63.72463,47.609894,38.13625,38.375397,29.806568,0,50.96,67.6,39.68,40.68,38.68,35.06,38
2019-12-29 13:37:26:175,gps,30.50760408,114.4096894,26.84832764,7.86639881,0,0.08602326,11.33835793,0,0,36.013702,62.701435,47.90213,37.343113,38.789875,29.345093,0,52.78,68.76,39.76,46.62,39.87,35.1,38
2019-12-29 13:37:27:171,gps,30.50760406,114.4096894,26.85754395,6.77608061,0,0.08602326,11.08605957,0,0,37.04404,64.53906,49.62697,36.641857,39.81997,30.294598,0,51.62,67.18,40.96,43.88,38.94,35.2,38
2019-12-29 13:37:28:168,gps,30.50760408,114.4096893,26.86431885,6.03926706,0,0.08602326,11.11925316,0,0,36.29918,64.88056,50.720356,38.058804,38.898582,30.17106,0,51.76,68.74,41.76,41.1,39.56,34.62,38
2019-12-29 13:37:29:159,gps,30.50760406,114.4096893,26.87670898,5.98893547,0,0.08602326,11.14012432,0,0,36.99954,64.52901,48.97711,33.923428,38.529846,29.810165,0,51.9,69.78,42.76,41.58,39.6,36.36,38
2019-12-29 13:37:30:167,gps,30.50760403,114.4096893,26.88171387,5.35677242,0,0.08602326,10.89766026,0,0,36.568317,64.06774,47.807583,35.99814,39.06093,30.099293,0,52.78,69.38,43.1,43.44,39.3,35.36,38
2019-12-29 13:37:31:166,gps,30.50760399,114.4096893,26.89086914,5.24672031,0,0.08602326,10.85153294,0,0,36.517353,66.23645,47.876335,35.990314,38.216793,29.137875,0,51.86,70.06,42.66,52.82,40.63,37.32,38
2019-12-29 13:37:32:166,gps,30.50760397,114.4096893,26.90228271,5.64100361,0,0.08602326,10.98308182,0,0,37.473793,64.94582,45.888943,35.540318,40.043358,30.430254,0,50.74,69.16,42.1,40.06,39.5,35.34,39
2019-12-29 13:37:33:165,gps,30.50760394,114.4096893,26.90771484,5.65032387,0,0.08602326,10.98012733,0,0,36.314972,64.41499,50.78816,35.55628,38.443607,30.371632,0,50.44,68.82,41.6,50.58,43.51,36.5,38
2019-12-29 13:37:34:169,gps,30.50760385,114.4096893,26.9230957,6.36398935,0,0.08602326,11.20948982,0,0,34.389652,67.156364,48.345898,35.41596,39.48843,30.748852,0,50.18,69.96,42.74,51.14,41.03,36.54,37
2019-12-29 13:37:35:164,gps,30.50760376,114.4096893,26.93096924,6.87055922,0,0.08602326,11.213871,0,0,35.924507,65.15795,50.201077,36.6495,39.971146,30.314137,0,53.14,68.46,40.98,46.92,39.03,35.76,38
2019-12-29 13:37:36:171,gps,30.50760371,114.4096893,26.94311523,7.51490498,0,0.08602326,11.25661945,0,0,36.802437,64.7336,48.37192,33.98968,38.861755,30.84987,0,51.56,70.06,41.48,40.9,39.26,35.78,38
2019-12-29 13:37:37:166,gps,30.50760363,114.4096893,26.94519043,7.40974855,0,0.08602326,11.24696159,0,0,34.98445,66.78665,49.398064,33.975895,39.064175,30.700327,0,50.94,69,41.26,41.08,39.24,35.68,37
2019-12-29 13:37:38:170,gps,30.50760356,114.4096894,26.94299316,7.92728424,0,0.08602326,11.29160404,0,0,36.38906,65.6227,47.774563,35.472126,39.63587,30.179955,0,50.14,69.08,41.32,41.14,39.4,35.64,38
2019-12-29 13:37:39:167,gps,30.50760643,114.4096822,27.79376221,9.1014204,0,0.08602326,11.51548195,0,0,36.181488,66.27103,48.473595,33.99136,39.96953,30.258205,0,50.78,68.46,38.8,39.94,37.88,36.16,38
2019-12-29 13:37:40:170,gps,30.50760818,114.4096778,28.32568359,8.64940834,0,0.11401755,11.32425785,0,0,37.519318,65.93662,48.69182,34.471676,39.17959,30.229177,0,49.2,69.54,41.5,41.44,39.52,36.3,38
2019-12-29 13:37:41:160,gps,30.50760817,114.4096777,28.35021973,8.9860363,0,0.08602326,11.446908,0,0,36.71083,66.060745,49.161213,34.185703,40.927525,29.60075,0,52.86,68.48,39.4,40.68,38.18,35.66,38
2019-12-29 13:37:42:169,gps,30.50760809,114.4096777,28.35961914,9.17270279,0,0.08602326,11.49168301,0,0,39.776196,61.006573,51.040897,32.511524,40.962795,30.514633,0,52.12,68.5,42.68,42.42,40.64,35.32,39
2019-12-29 13:37:43:167,gps,30.50760132,114.4096583,29.75085449,8.8661747,0.95999998,1.08724427,11.39870071,260.2000122,51.0058136,34.833153,56.43825,47.69737,31.19784,41.864513,32.938267,14,52.8,69.36,42.54,42.02,40.52,34.64,39
2019-12-29 13:37:44:168,gps,30.50760833,114.4096073,31.48553467,9.0459795,4.32000017,1.18532693,11.34318161,259.7000122,8.38562489,35.47939,59.342594,45.52219,35.294117,44.909245,34.3877,62,52.86,68.62,42.58,40.46,40.18,35.92,41
2019-12-29 13:37:45:168,gps,30.5076148,114.409563,29.81982422,10.08596516,4.63000011,1.42902064,11.7328825,263.3999939,12.66445732,29.40481,61.45492,43.214382,44.549458,42.636784,26.919033,67,50.88,68.68,41.98,41.02,39.98,34.96,40
2019-12-29 13:37:46:167,gps,30.50760674,114.4095093,28.54016113,9.64886665,5.84000015,1.80546391,11.66280746,260.6000061,14.82172775,26.4004,52.84876,51.633095,43.237362,41.398777,38.218204,84,52.04,69.82,42.38,40.48,40.62,35.14,41
2019-12-29 13:37:47:168,gps,30.50761186,114.4094444,29.38348389,8.98482704,6.03000021,1.75068557,11.37287045,262.3999939,12.40075207,24.055286,64.80242,53.40343,33.084156,37.127323,22.415607,87,50.86,68.68,42.12,50.38,43.23,37.14,33
2019-12-29 13:37:48:167,gps,30.50761663,114.40938,28.54693604,8.71966743,6.28000021,1.80623913,11.26222897,264.2999878,12.38074303,10.514886,55.619724,50.458817,42.49638,33.604984,26.9467,90,52.62,69.86,43.8,48.14,40.67,36.34,35
2019-12-29 13:37:49:168,gps,30.50761231,114.4093163,27.35339355,7.87454653,7.03999996,2.02474689,11.02888584,263.6000061,13.7974453,25.136469,53.991467,45.931812,33.206314,37.014355,27.098442,101,51.68,69.62,43.96,46.96,41.19,36.64,37
2019-12-29 13:37:50:169,gps,30.50761725,114.4092371,28.61724854,6.91717434,7.63000011,1.33962679,10.74084473,259.7000122,6.37324476,23.946203,54.527203,44.45095,38.06589,35.993755,33.463814,110,51.88,70.66,43.4,53.84,42.21,36.5,39
2019-12-29 13:37:51:163,gps,30.50761259,114.4091625,28.58312988,5.92766953,8.42000008,1.74656808,10.9005394,262,8.7485857,29.383345,60.52191,47.57609,32.761517,30.027206,32.7741,121,49.02,61.12,44.2,53.7,44.92,44.26,36
2019-12-29 13:37:52:163,gps,30.50760838,114.4090636,27.74261475,6.08302402,9.77000046,1.88798833,10.79295254,263.6000061,6.90212345,36.450436,56.02847,49.594387,39.17738,24.872969,34.705494,141,50.34,70.8,43.82,45.62,36.74,40.12,38
2019-12-29 13:37:53:162,gps,30.50759334,114.4089616,26.2543335,5.80033827,10.68999958,2.03216624,10.62421894,263.2999878,7.04283285,28.868956,56.7115,46.933277,29.73544,30.058893,32.807186,154,45.7,68.3,43.68,46.9,35.64,40.96,36
2019-12-29 13:37:54:167,gps,30.50758742,114.4088445,26.79852295,5.38124323,11.68000031,1.34848058,10.8593235,264,4.32536268,30.179394,56.648403,45.95955,30.612324,37.298847,31.865551,168,47.04,73.66,45.78,50.56,35.88,35.56,38
2019-12-29 13:37:55:168,gps,30.50758375,114.4087166,26.23303223,5.06564522,12.81999969,1.10941422,10.70126247,264.7000122,2.64966607,34.71553,61.43685,44.428818,30.139858,28.087828,24.975035,184,50.26,67.8,41.06,41.3,35.92,34.86,35
2019-12-29 13:37:56:168,gps,30.50757502,114.4085783,26.46099854,4.38727188,14.15999985,1.12871611,10.57983112,262.7000122,2.55051684,35.9899,59.315475,45.142868,28.334236,28.05516,27.886122,204,50.34,68.74,46.44,53.24,42.67,40.76,36
2019-12-29 13:37:57:165,gps,30.50756319,114.4084424,27.42669678,4.38684416,14.10000038,1.14236593,10.51518536,262.2999878,2.62258291,39.789055,62.12718,46.885075,29.726921,35.151363,26.761522,203,50.34,68.7,44.12,48.08,42.46,41.06,37
2019-12-29 13:37:58:166,gps,30.50755094,114.4082954,27.2824707,4.27821493,14.05000019,1.14236593,10.42814064,262,2.62580872,39.85885,56.92159,48.80866,35.35587,37.896915,31.493317,202,48.94,70.94,42.94,53.96,42.63,40.54,40
2019-12-29 13:37:59:163,gps,30.50753251,114.4081518,26.074646,4.110291,14.5,1.16284132,10.33199883,261.8999939,2.74735498,34.898167,54.107937,46.78003,38.512726,34.040283,38.19414,209,48.92,56.18,43.04,54.3,49.12,46.18,41
2019-12-29 13:38:00:165,gps,30.50751396,114.408001,26.05401611,3.9508853,14.61999989,1.88281703,10.22990227,262,4.18192101,32.926422,56.059757,46.251244,28.822418,26.067968,39.32306,210,48.64,69.76,43.46,53.64,41.37,36.38,37
2019-12-29 13:38:01:164,gps,30.50749606,114.407844,25.83441162,4.24839115,15.02999973,2.29438448,10.41728687,262.2999878,4.16399097,33.410484,58.1694,46.29924,37.2019,28.92501,42.595505,216,48.08,63.48,44.12,54.92,50.76,53.42,40
2019-12-29 13:38:02:173,gps,30.50747899,114.407681,25.38903809,4.34444523,15.46000004,2.37606812,10.48774815,262.8999939,4.06029844,36.54843,61.12228,45.440483,36.38798,37.825638,38.51679,222,52.48,63.2,43.26,53.36,45.4,53.1,40
2019-12-29 13:38:03:167,gps,30.50746498,114.4075237,26.73632812,5.35847712,15.61999989,1.52502453,10.74996662,263.2000122,3.3991878,33.149635,56.227047,42.200905,34.46668,34.951504,46.0089,225,52,62.1,43.7,55.16,48.74,48.36,42
2019-12-29 13:38:04:171,gps,30.50744856,114.4073731,27.16601562,6.34756279,15.26000023,1.91107297,11.08661938,262.8999939,3.94637561,35.886765,58.17119,43.920273,28.62446,30.89504,45.53788,220,52.2,62.24,41.88,52.02,42.86,44.88,40
2019-12-29 13:38:05:160,gps,30.50742917,114.4072174,27.22698975,5.75006676,15.17000008,1.46348894,10.87255859,262.5,3.45595074,44.562668,58.58907,45.76101,29.977064,34.731262,35.593998,218,51.74,63.5,42.16,40.8,39.94,46.18,40
2019-12-29 13:38:06:167,gps,30.5074079,114.407069,25.70776367,6.08970165,14.76000023,1.20108283,10.98919201,259.2999878,2.85005093,32.630615,59.283863,44.69986,30.23337,29.120615,36.321587,212,50.66,63.92,44.7,44.95,41.5,43.16,37
2019-12-29 13:38:07:167,gps,30.50738775,114.4069146,26.58770752,5.54055119,14.63000011,1.17885542,10.78947067,260.6000061,2.8308177,31.730932,60.0386,48.487064,24.027306,37.18194,38.43525,211,53.24,64.54,43.64,53.42,41.64,42.76,37
2019-12-29 13:38:08:169,gps,30.50736616,114.4067684,26.51348877,5.57588577,13.88000011,1.17345643,10.79382801,260.3999939,2.96850872,30.653051,59.011524,47.87342,23.598238,29.454956,37.068092,200,52.82,62.92,46.52,49.28,40.76,41.88,36
2019-12-29 13:38:09:165,gps,30.50735071,114.4066252,27.61962891,6.07059717,14.02000046,1.19570065,10.94502544,261.2000122,2.95184565,29.302887,58.631283,46.31508,19.13088,30.647131,31.843588,202,58.26,65.44,45.7,45.56,41.78,41,34
2019-12-29 13:38:10:170,gps,30.50732986,114.4064823,28.18151855,4.76491308,14.22999954,1.18726575,11.13066578,260.6000061,2.90412521,30.017805,56.804623,48.044567,25.95641,32.32656,37.56588,205,55.52,65.6,46.02,43.78,39.62,39.12,37
2019-12-29 13:38:11:173,gps,30.50730888,114.4063333,28.24920654,5.43919039,14.47999954,1.1524756,11.14629173,260.6000061,2.63506055,21.39852,60.143284,44.70323,29.45799,34.747967,29.922903,208,53.08,60.24,44.8,49.3,42.08,46.14,35
2019-12-29 13:38:12:167,gps,30.50729173,114.4061873,27.27819824,5.71854067,14.59000015,1.52800524,11.0674839,260.3999939,3.93604589,25.110384,58.975864,42.16494,22.019808,26.333214,25.552948,210,54.9,66.26,42.94,57.26,42.32,46.22,33
2019-12-29 13:38:13:171,gps,30.50727209,114.4060488,27.81677246,5.79382849,12.96000004,1.72261429,11.00137615,260.2000122,4.23962498,24.006317,55.25189,46.87174,20.41466,28.334438,29.498198,187,50.98,57.56,41.46,46.06,41.46,46.5,33
2019-12-29 13:38:14:161,gps,30.50725437,114.4059338,27.95343018,6.67029572,11.18999958,1.73833251,10.99992466,260.6000061,4.76319504,26.086653,61.16363,54.6639,41.989372,31.592201,32.55392,161,55.04,61.94,42.44,46.64,40.62,43.86,36
2019-12-29 13:38:15:162,gps,30.50724269,114.4058144,28.11047363,7.45749187,11.05000019,1.73833251,11.30381393,261.6000061,5.02710772,28.35095,54.830505,56.968212,41.751816,42.40431,42.720524,159,54.84,59.72,43.08,53.92,41.5,46.54,41
2019-12-29 13:38:16:167,gps,30.50722362,114.4056949,28.03466797,7.83335972,11.60000038,1.73833251,11.359272,261.5,4.97192478,25.654638,55.90317,46.051624,38.928505,42.506844,41.909172,167,54.36,67.46,41.96,56.59,42,45.38,41
2019-12-29 13:38:17:159,gps,30.50720075,114.4055747,27.82397461,8.2546978,11.57999992,1.75236988,11.45286846,260.5,4.96522999,21.340183,56.161247,54.234978,46.40244,38.867584,41.592678,167,55.28,62.76,42.42,54.76,41.52,47.79,40
2019-12-29 13:38:18:165,gps,30.50717636,114.4054553,27.44091797,9.01249313,11.73999977,2.00172424,11.83418274,260,6.13661957,31.917315,58.342495,55.556,38.61827,42.19968,41.33022,169,51.68,64.04,43.94,54.36,41.82,49.93,40
2019-12-29 13:38:19:161,gps,30.50716207,114.4053398,27.47137451,8.58567524,11.84000015,2.00863147,11.50503922,260.1000061,5.5902791,29.399137,52.08837,52.397728,38.4882,40.87432,49.61052,170,45.4,61.48,53.08,53.24,37.96,55.12,42
2019-12-29 13:38:20:174,gps,30.50714685,114.4052083,27.77026367,8.33743954,11.81999969,2.00823307,11.3569479,260.3999939,5.64287615,31.066656,57.778217,47.567505,40.469257,33.914913,35.352177,170,43.54,65.66,50.3,52.58,39.4,58.94,39
2019-12-29 13:38:21:172,gps,30.50712948,114.4050899,27.48669434,7.89739752,11.89000034,2.40636659,11.28100586,260.5,7.40740585,22.196772,58.3709,43.29311,37.771572,34.269073,30.891558,171,39.4,64.94,51.58,46.2,38.06,57.86,37
2019-12-29 13:38:22:171,gps,30.5071089,114.4049581,27.41137695,7.42308378,12.36999989,2.17800379,10.98879147,260.3999939,5.57985115,33.17284,57.038136,42.703785,26.199978,33.72123,40.485477,178,34.44,65.8,51.59,46.6,38.78,59.37,39
2019-12-29 13:38:23:185,gps,30.50708429,114.4048325,27.574646,7.93897438,12.02999973,1.81570923,11.04559326,260.5,4.74732399,23.41268,58.920414,56.018257,45.730835,38.063484,40.74556,173,35,59.86,51.75,47.42,38.16,58.64,39
2019-12-29 13:38:24:178,gps,30.50705877,114.4047148,27.8092041,8.79566765,11.35999966,1.74450564,11.30255318,260.7999878,4.94253683,35.10879,58.863235,50.709343,31.640158,31.657894,32.29722,163,34.92,58.24,51.93,54.34,38.12,58.42,37
2019-12-29 13:38:25:169,gps,30.50704588,114.4046009,27.90991211,9.57997036,10.46000004,1.7710166,11.53990078,261.2999878,5.39227009,30.553186,49.740158,46.680527,34.581585,35.35143,35.361668,151,39.4,58.84,52.36,54.62,40.14,58.52,40
2019-12-29 13:38:26:171,gps,30.50703208,114.4044818,28.76696777,9.41265011,10.81000042,1.75855052,11.40776348,260.3999939,5.30413771,25.509977,52.209934,51.475933,28.893309,32.273476,29.039516,156,40.92,48.66,53,50.94,38.96,57.21,35
2019-12-29 13:38:27:161,gps,30.50701434,114.4043672,28.9954834,9.45181179,10.5,1.22298813,11.32335949,260,3.76383972,30.626787,55.856937,52.920345,24.489977,30.69739,31.537077,151,50.8,63.22,49.32,54.9,42.48,48.28,35
2019-12-29 13:38:28:168,gps,30.50700645,114.4042772,23.09667969,9.15114784,10.18000031,1.02459753,11.22450829,261.7000122,2.76793718,35.22088,56.94995,49.15793,22.618607,27.73697,33.837822,146,52.72,63.04,43.42,55.68,41.02,45.62,36
2019-12-29 13:38:29:169,gps,30.50698375,114.4041638,23.69512939,8.38671017,10.72000027,1.49806547,10.97765636,260.7999878,5.51386976,31.751907,54.75192,51.247414,28.17077,29.38757,32.11471,154,50.9,59.06,43.62,57.32,42.52,46.04,36
2019-12-29 13:38:30:163,gps,30.50696572,114.4040606,24.97753906,7.84864092,9.89999962,1.19707978,10.77567768,259.2000122,3.99605846,29.022202,49.511703,49.7866,32.056614,30.49003,32.581833,142,50.14,60.7,43.58,47.69,42.9,43.02,37
2019-12-29 13:38:31:171,gps,30.50694741,114.4039598,24.59710693,7.33333349,9.68000031,1.5120846,10.69980812,259.6000061,5.92073488,41.678154,50.101078,44.41937,26.957384,22.169504,35.883526,139,51.98,69.46,43.24,54.96,42.29,36.92,39
2019-12-29 13:38:32:161,gps,30.50692907,114.403847,25.03973389,7.03545618,10.53999996,1.71478868,10.71638203,260.2999878,5.56710291,26.590597,54.72386,46.469826,28.16609,25.405123,25.452068,152,49.94,60.46,42.32,48.36,41.26,37.98,34
2019-12-29 13:38:33:166,gps,30.50691255,114.4037426,23.37609863,6.85104227,10.86999989,1.76323569,10.72222519,260.1000061,5.48673391,34.63102,65.860695,42.66678,25.778633,24.019316,34.81357,156,54.58,55.1,42.72,48.86,44.22,42.7,35
2019-12-29 13:38:34:159,gps,30.50689405,114.4036241,24.31689453,6.4868865,11.39999962,1.75855052,10.75413609,260,5.16037083,31.104673,56.73226,49.790104,23.118067,27.316908,31.15093,164,45.98,59.88,52.24,56.28,46.86,43.52,34
2019-12-29 13:38:35:162,gps,30.50687201,114.4035007,24.71069336,6.26169872,12.07999992,1.74622452,10.67768574,259.7999878,4.88331938,23.333025,50.374676,48.61265,19.79372,31.849646,40.634846,174,52.62,60.7,43.9,45.48,41.36,41.52,36
2019-12-29 13:38:36:167,gps,30.50685066,114.4033869,21.10253906,6.18511248,12.22999954,1.24036288,10.68187904,259.3999939,3.26860213,22.678596,61.558655,54.94725,29.559355,24.80975,39.300236,176,52.46,59.04,45.3,47.7,42.3,42.38,33
2019-12-29 13:38:37:169,gps,30.50682643,114.4032643,20.78405762,7.19041014,11.77000046,1.04694796,10.77814674,259,2.4624052,28.286278,53.723484,46.206154,36.222664,32.040466,42.71357,169,52.28,61.06,44.06,45.54,41.06,40.68,40
2019-12-29 13:38:38:168,gps,30.50680932,114.4031602,22.05505371,7.69561338,10.15999985,1.03788245,10.79872036,258.3999939,2.82353544,29.842705,57.383495,46.861496,33.843407,40.7773,36.979584,146,53.36,60.3,42.42,38.52,41.38,38.08,40
2019-12-29 13:38:39:165,gps,30.5067909,114.4030581,22.06890869,7.33689594,9.21000004,1.5020653,10.7798357,257.1000061,5.87804842,26.623428,56.65055,45.311573,37.196835,39.019077,35.23124,133,53.44,60.08,43.12,48.52,42.56,40.28,39
2019-12-29 13:38:40:162,gps,30.5067715,114.4029687,22.1730957,7.11637163,8.68000031,2.10639501,10.58372593,256.2999878,8.63774395,26.171114,55.961926,45.589405,28.281496,34.604263,31.666277,125,47.7,61.12,44.72,40.52,40.34,34.02,37
